input,output,original_input,original_output,category_name,operations,spaced
e v a p o r a t e,E V A P O R A T I N G,evaporate,EVAPORATING,gerund_upper,present_to_gerund+uppercase,True
e x a g g e r a t e,E X A G G E R A T I N G,exaggerate,EXAGGERATING,gerund_upper,present_to_gerund+uppercase,True
h i b e r n a t e,H I B E R N A T I N G,hibernate,HIBERNATING,gerund_upper,present_to_gerund+uppercase,True
i n c o r p o r a t e,I N C O R P O R A T I N G,incorporate,INCORPORATING,gerund_upper,present_to_gerund+uppercase,True
i n n o v a t e,I N N O V A T I N G,innovate,INNOVATING,gerund_upper,present_to_gerund+uppercase,True
i n t e g r a t e,I N T E G R A T I N G,integrate,INTEGRATING,gerund_upper,present_to_gerund+uppercase,True
i n i t i a t e,I N I T I A T I N G,initiate,INITIATING,gerund_upper,present_to_gerund+uppercase,True
t e r m i n a t e,T E R M I N A T I N G,terminate,TERMINATING,gerund_upper,present_to_gerund+uppercase,True
R U N,r u n n i n g,RUN,running,gerund_lower,present_to_gerund+lowercase,True
S W I M,s w i m m i n g,SWIM,swimming,gerund_lower,present_to_gerund+lowercase,True
W A L K,w a l k i n g,WALK,walking,gerund_lower,present_to_gerund+lowercase,True
J U M P,j u m p i n g,JUMP,jumping,gerund_lower,present_to_gerund+lowercase,True
D A N C E,d a n c i n g,DANCE,dancing,gerund_lower,present_to_gerund+lowercase,True
S I N G,s i n g i n g,SING,singing,gerund_lower,present_to_gerund+lowercase,True
R E A D,r e a d i n g,READ,reading,gerund_lower,present_to_gerund+lowercase,True
W R I T E,w r i t i n g,WRITE,writing,gerund_lower,present_to_gerund+lowercase,True
S L E E P,s l e e p i n g,SLEEP,sleeping,gerund_lower,present_to_gerund+lowercase,True
E A T,e a t i n g,EAT,eating,gerund_lower,present_to_gerund+lowercase,True
D R I N K,d r i n k i n g,DRINK,drinking,gerund_lower,present_to_gerund+lowercase,True
T A L K,t a l k i n g,TALK,talking,gerund_lower,present_to_gerund+lowercase,True
L I S T E N,l i s t e n i n g,LISTEN,listening,gerund_lower,present_to_gerund+lowercase,True
T H I N K,t h i n k i n g,THINK,thinking,gerund_lower,present_to_gerund+lowercase,True
W O R K,w o r k i n g,WORK,working,gerund_lower,present_to_gerund+lowercase,True
P L A Y,p l a y i n g,PLAY,playing,gerund_lower,present_to_gerund+lowercase,True
S T U D Y,s t u d y i n g,STUDY,studying,gerund_lower,present_to_gerund+lowercase,True
L E A R N,l e a r n i n g,LEARN,learning,gerund_lower,present_to_gerund+lowercase,True
T E A C H,t e a c h i n g,TEACH,teaching,gerund_lower,present_to_gerund+lowercase,True
B U I L D,b u i l d i n g,BUILD,building,gerund_lower,present_to_gerund+lowercase,True
C R E A T E,c r e a t i n g,CREATE,creating,gerund_lower,present_to_gerund+lowercase,True
P A I N T,p a i n t i n g,PAINT,painting,gerund_lower,present_to_gerund+lowercase,True
D R A W,d r a w i n g,DRAW,drawing,gerund_lower,present_to_gerund+lowercase,True
C O O K,c o o k i n g,COOK,cooking,gerund_lower,present_to_gerund+lowercase,True
B A K E,b a k i n g,BAKE,baking,gerund_lower,present_to_gerund+lowercase,True
C L E A N,c l e a n i n g,CLEAN,cleaning,gerund_lower,present_to_gerund+lowercase,True
W A S H,w a s h i n g,WASH,washing,gerund_lower,present_to_gerund+lowercase,True
D R I V E,d r i v i n g,DRIVE,driving,gerund_lower,present_to_gerund+lowercase,True
F L Y,f l y i n g,FLY,flying,gerund_lower,present_to_gerund+lowercase,True
S A I L,s a i l i n g,SAIL,sailing,gerund_lower,present_to_gerund+lowercase,True
C L I M B,c l i m b i n g,CLIMB,climbing,gerund_lower,present_to_gerund+lowercase,True
H I K E,h i k i n g,HIKE,hiking,gerund_lower,present_to_gerund+lowercase,True
B I K E,b i k i n g,BIKE,biking,gerund_lower,present_to_gerund+lowercase,True
S K I,s k i i n g,SKI,skiing,gerund_lower,present_to_gerund+lowercase,True
S K A T E,s k a t i n g,SKATE,skating,gerund_lower,present_to_gerund+lowercase,True
F I S H,f i s h i n g,FISH,fishing,gerund_lower,present_to_gerund+lowercase,True
H U N T,h u n t i n g,HUNT,hunting,gerund_lower,present_to_gerund+lowercase,True
C A M P,c a m p i n g,CAMP,camping,gerund_lower,present_to_gerund+lowercase,True
T R A V E L,t r a v e l i n g,TRAVEL,traveling,gerund_lower,present_to_gerund+lowercase,True
E X P L O R E,e x p l o r i n g,EXPLORE,exploring,gerund_lower,present_to_gerund+lowercase,True
L A U G H,l a u g h i n g,LAUGH,laughing,gerund_lower,present_to_gerund+lowercase,True
S M I L E,s m i l i n g,SMILE,smiling,gerund_lower,present_to_gerund+lowercase,True
C R Y,c r y i n g,CRY,crying,gerund_lower,present_to_gerund+lowercase,True
S H O U T,s h o u t i n g,SHOUT,shouting,gerund_lower,present_to_gerund+lowercase,True
W H I S P E R,w h i s p e r i n g,WHISPER,whispering,gerund_lower,present_to_gerund+lowercase,True
L O V E,l o v i n g,LOVE,loving,gerund_lower,present_to_gerund+lowercase,True
H A T E,h a t i n g,HATE,hating,gerund_lower,present_to_gerund+lowercase,True
H E L P,h e l p i n g,HELP,helping,gerund_lower,present_to_gerund+lowercase,True
S H A R E,s h a r i n g,SHARE,sharing,gerund_lower,present_to_gerund+lowercase,True
C A R E,c a r i n g,CARE,caring,gerund_lower,present_to_gerund+lowercase,True
M E E T,m e e t i n g,MEET,meeting,gerund_lower,present_to_gerund+lowercase,True
S E E,s e e i n g,SEE,seeing,gerund_lower,present_to_gerund+lowercase,True
H E A R,h e a r i n g,HEAR,hearing,gerund_lower,present_to_gerund+lowercase,True
F E E L,f e e l i n g,FEEL,feeling,gerund_lower,present_to_gerund+lowercase,True
S M E L L,s m e l l i n g,SMELL,smelling,gerund_lower,present_to_gerund+lowercase,True
T A S T E,t a s t i n g,TASTE,tasting,gerund_lower,present_to_gerund+lowercase,True
T O U C H,t o u c h i n g,TOUCH,touching,gerund_lower,present_to_gerund+lowercase,True
H O L D,h o l d i n g,HOLD,holding,gerund_lower,present_to_gerund+lowercase,True
C A R R Y,c a r r y i n g,CARRY,carrying,gerund_lower,present_to_gerund+lowercase,True
T H R O W,t h r o w i n g,THROW,throwing,gerund_lower,present_to_gerund+lowercase,True
C A T C H,c a t c h i n g,CATCH,catching,gerund_lower,present_to_gerund+lowercase,True
P U S H,p u s h i n g,PUSH,pushing,gerund_lower,present_to_gerund+lowercase,True
P U L L,p u l l i n g,PULL,pulling,gerund_lower,present_to_gerund+lowercase,True
O P E N,o p e n i n g,OPEN,opening,gerund_lower,present_to_gerund+lowercase,True
C L O S E,c l o s i n g,CLOSE,closing,gerund_lower,present_to_gerund+lowercase,True
S T A R T,s t a r t i n g,START,starting,gerund_lower,present_to_gerund+lowercase,True
S T O P,s t o p p i n g,STOP,stopping,gerund_lower,present_to_gerund+lowercase,True
B E G I N,b e g i n n i n g,BEGIN,beginning,gerund_lower,present_to_gerund+lowercase,True
E N D,e n d i n g,END,ending,gerund_lower,present_to_gerund+lowercase,True
F I N I S H,f i n i s h i n g,FINISH,finishing,gerund_lower,present_to_gerund+lowercase,True
S T A N D,s t a n d i n g,STAND,standing,gerund_lower,present_to_gerund+lowercase,True
S I T,s i t t i n g,SIT,sitting,gerund_lower,present_to_gerund+lowercase,True
L I E,l y i n g,LIE,lying,gerund_lower,present_to_gerund+lowercase,True
K N E E L,k n e e l i n g,KNEEL,kneeling,gerund_lower,present_to_gerund+lowercase,True
B E N D,b e n d i n g,BEND,bending,gerund_lower,present_to_gerund+lowercase,True
S T R E T C H,s t r e t c h i n g,STRETCH,stretching,gerund_lower,present_to_gerund+lowercase,True
R E L A X,r e l a x i n g,RELAX,relaxing,gerund_lower,present_to_gerund+lowercase,True
R E S T,r e s t i n g,REST,resting,gerund_lower,present_to_gerund+lowercase,True
W A I T,w a i t i n g,WAIT,waiting,gerund_lower,present_to_gerund+lowercase,True
M O V E,m o v i n g,MOVE,moving,gerund_lower,present_to_gerund+lowercase,True
L I V E,l i v i n g,LIVE,living,gerund_lower,present_to_gerund+lowercase,True
G I V E,g i v i n g,GIVE,giving,gerund_lower,present_to_gerund+lowercase,True
T A K E,t a k i n g,TAKE,taking,gerund_lower,present_to_gerund+lowercase,True
M A K E,m a k i n g,MAKE,making,gerund_lower,present_to_gerund+lowercase,True
C O M E,c o m i n g,COME,coming,gerund_lower,present_to_gerund+lowercase,True
L E A V E,l e a v i n g,LEAVE,leaving,gerund_lower,present_to_gerund+lowercase,True
A R R I V E,a r r i v i n g,ARRIVE,arriving,gerund_lower,present_to_gerund+lowercase,True
B E L I E V E,b e l i e v i n g,BELIEVE,believing,gerund_lower,present_to_gerund+lowercase,True
A C H I E V E,a c h i e v i n g,ACHIEVE,achieving,gerund_lower,present_to_gerund+lowercase,True
R E C E I V E,r e c e i v i n g,RECEIVE,receiving,gerund_lower,present_to_gerund+lowercase,True
D E C I D E,d e c i d i n g,DECIDE,deciding,gerund_lower,present_to_gerund+lowercase,True
H O P E,h o p i n g,HOPE,hoping,gerund_lower,present_to_gerund+lowercase,True
C H A N G E,c h a n g i n g,CHANGE,changing,gerund_lower,present_to_gerund+lowercase,True
M A N A G E,m a n a g i n g,MANAGE,managing,gerund_lower,present_to_gerund+lowercase,True
I M P R O V E,i m p r o v i n g,IMPROVE,improving,gerund_lower,present_to_gerund+lowercase,True
P R A C T I C E,p r a c t i c i n g,PRACTICE,practicing,gerund_lower,present_to_gerund+lowercase,True
N O T I C E,n o t i c i n g,NOTICE,noticing,gerund_lower,present_to_gerund+lowercase,True
R E A L I Z E,r e a l i z i n g,REALIZE,realizing,gerund_lower,present_to_gerund+lowercase,True
O R G A N I Z E,o r g a n i z i n g,ORGANIZE,organizing,gerund_lower,present_to_gerund+lowercase,True
R E C O G N I Z E,r e c o g n i z i n g,RECOGNIZE,recognizing,gerund_lower,present_to_gerund+lowercase,True
A P O L O G I Z E,a p o l o g i z i n g,APOLOGIZE,apologizing,gerund_lower,present_to_gerund+lowercase,True
C R I T I C I Z E,c r i t i c i z i n g,CRITICIZE,criticizing,gerund_lower,present_to_gerund+lowercase,True
A D V E R T I S E,a d v e r t i s i n g,ADVERTISE,advertising,gerund_lower,present_to_gerund+lowercase,True
E X E R C I S E,e x e r c i s i n g,EXERCISE,exercising,gerund_lower,present_to_gerund+lowercase,True
S U R P R I S E,s u r p r i s i n g,SURPRISE,surprising,gerund_lower,present_to_gerund+lowercase,True
P R O M I S E,p r o m i s i n g,PROMISE,promising,gerund_lower,present_to_gerund+lowercase,True
I M A G I N E,i m a g i n i n g,IMAGINE,imagining,gerund_lower,present_to_gerund+lowercase,True
E X A M I N E,e x a m i n i n g,EXAMINE,examining,gerund_lower,present_to_gerund+lowercase,True
D E T E R M I N E,d e t e r m i n i n g,DETERMINE,determining,gerund_lower,present_to_gerund+lowercase,True
C O N T I N U E,c o n t i n u i n g,CONTINUE,continuing,gerund_lower,present_to_gerund+lowercase,True
A R G U E,a r g u i n g,ARGUE,arguing,gerund_lower,present_to_gerund+lowercase,True
I S S U E,i s s u i n g,ISSUE,issuing,gerund_lower,present_to_gerund+lowercase,True
R E S C U E,r e s c u i n g,RESCUE,rescuing,gerund_lower,present_to_gerund+lowercase,True
P U R S U E,p u r s u i n g,PURSUE,pursuing,gerund_lower,present_to_gerund+lowercase,True
V A L U E,v a l u i n g,VALUE,valuing,gerund_lower,present_to_gerund+lowercase,True
I N V I T E,i n v i t i n g,INVITE,inviting,gerund_lower,present_to_gerund+lowercase,True
E X C I T E,e x c i t i n g,EXCITE,exciting,gerund_lower,present_to_gerund+lowercase,True
U N I T E,u n i t i n g,UNITE,uniting,gerund_lower,present_to_gerund+lowercase,True
C O M P E T E,c o m p e t i n g,COMPETE,competing,gerund_lower,present_to_gerund+lowercase,True
C O M P L E T E,c o m p l e t i n g,COMPLETE,completing,gerund_lower,present_to_gerund+lowercase,True
D E L E T E,d e l e t i n g,DELETE,deleting,gerund_lower,present_to_gerund+lowercase,True
G R E E T,g r e e t i n g,GREET,greeting,gerund_lower,present_to_gerund+lowercase,True
R E P E A T,r e p e a t i n g,REPEAT,repeating,gerund_lower,present_to_gerund+lowercase,True
D E F E A T,d e f e a t i n g,DEFEAT,defeating,gerund_lower,present_to_gerund+lowercase,True
T R E A T,t r e a t i n g,TREAT,treating,gerund_lower,present_to_gerund+lowercase,True
R E L A T E,r e l a t i n g,RELATE,relating,gerund_lower,present_to_gerund+lowercase,True
C E L E B R A T E,c e l e b r a t i n g,CELEBRATE,celebrating,gerund_lower,present_to_gerund+lowercase,True
D E M O N S T R A T E,d e m o n s t r a t i n g,DEMONSTRATE,demonstrating,gerund_lower,present_to_gerund+lowercase,True
H E S I T A T E,h e s i t a t i n g,HESITATE,hesitating,gerund_lower,present_to_gerund+lowercase,True
A P P R E C I A T E,a p p r e c i a t i n g,APPRECIATE,appreciating,gerund_lower,present_to_gerund+lowercase,True
C O M M U N I C A T E,c o m m u n i c a t i n g,COMMUNICATE,communicating,gerund_lower,present_to_gerund+lowercase,True
E D U C A T E,e d u c a t i n g,EDUCATE,educating,gerund_lower,present_to_gerund+lowercase,True
I N V E S T I G A T E,i n v e s t i g a t i n g,INVESTIGATE,investigating,gerund_lower,present_to_gerund+lowercase,True
C O N C E N T R A T E,c o n c e n t r a t i n g,CONCENTRATE,concentrating,gerund_lower,present_to_gerund+lowercase,True
C O O P E R A T E,c o o p e r a t i n g,COOPERATE,cooperating,gerund_lower,present_to_gerund+lowercase,True
D E C O R A T E,d e c o r a t i n g,DECORATE,decorating,gerund_lower,present_to_gerund+lowercase,True
O P E R A T E,o p e r a t i n g,OPERATE,operating,gerund_lower,present_to_gerund+lowercase,True
S E P A R A T E,s e p a r a t i n g,SEPARATE,separating,gerund_lower,present_to_gerund+lowercase,True
P A R T I C I P A T E,p a r t i c i p a t i n g,PARTICIPATE,participating,gerund_lower,present_to_gerund+lowercase,True
N A V I G A T E,n a v i g a t i n g,NAVIGATE,navigating,gerund_lower,present_to_gerund+lowercase,True
M O T I V A T E,m o t i v a t i n g,MOTIVATE,motivating,gerund_lower,present_to_gerund+lowercase,True
A C T I V A T E,a c t i v a t i n g,ACTIVATE,activating,gerund_lower,present_to_gerund+lowercase,True
I L L U S T R A T E,i l l u s t r a t i n g,ILLUSTRATE,illustrating,gerund_lower,present_to_gerund+lowercase,True
C A L C U L A T E,c a l c u l a t i n g,CALCULATE,calculating,gerund_lower,present_to_gerund+lowercase,True
T R A N S L A T E,t r a n s l a t i n g,TRANSLATE,translating,gerund_lower,present_to_gerund+lowercase,True
A C C E L E R A T E,a c c e l e r a t i n g,ACCELERATE,accelerating,gerund_lower,present_to_gerund+lowercase,True
D O M I N A T E,d o m i n a t i n g,DOMINATE,dominating,gerund_lower,present_to_gerund+lowercase,True
E L I M I N A T E,e l i m i n a t i n g,ELIMINATE,eliminating,gerund_lower,present_to_gerund+lowercase,True
F A S C I N A T E,f a s c i n a t i n g,FASCINATE,fascinating,gerund_lower,present_to_gerund+lowercase,True
G E N E R A T E,g e n e r a t i n g,GENERATE,generating,gerund_lower,present_to_gerund+lowercase,True
I M I T A T E,i m i t a t i n g,IMITATE,imitating,gerund_lower,present_to_gerund+lowercase,True
I R R I T A T E,i r r i t a t i n g,IRRITATE,irritating,gerund_lower,present_to_gerund+lowercase,True
M E D I T A T E,m e d i t a t i n g,MEDITATE,meditating,gerund_lower,present_to_gerund+lowercase,True
N E G O T I A T E,n e g o t i a t i n g,NEGOTIATE,negotiating,gerund_lower,present_to_gerund+lowercase,True
P E N E T R A T E,p e n e t r a t i n g,PENETRATE,penetrating,gerund_lower,present_to_gerund+lowercase,True
R A D I A T E,r a d i a t i n g,RADIATE,radiating,gerund_lower,present_to_gerund+lowercase,True
R O T A T E,r o t a t i n g,ROTATE,rotating,gerund_lower,present_to_gerund+lowercase,True
S T I M U L A T E,s t i m u l a t i n g,STIMULATE,stimulating,gerund_lower,present_to_gerund+lowercase,True
T O L E R A T E,t o l e r a t i n g,TOLERATE,tolerating,gerund_lower,present_to_gerund+lowercase,True
V A L I D A T E,v a l i d a t i n g,VALIDATE,validating,gerund_lower,present_to_gerund+lowercase,True
V I B R A T E,v i b r a t i n g,VIBRATE,vibrating,gerund_lower,present_to_gerund+lowercase,True
A N T I C I P A T E,a n t i c i p a t i n g,ANTICIPATE,anticipating,gerund_lower,present_to_gerund+lowercase,True
C O N T E M P L A T E,c o n t e m p l a t i n g,CONTEMPLATE,contemplating,gerund_lower,present_to_gerund+lowercase,True
C O O R D I N A T E,c o o r d i n a t i n g,COORDINATE,coordinating,gerund_lower,present_to_gerund+lowercase,True
C U L T I V A T E,c u l t i v a t i n g,CULTIVATE,cultivating,gerund_lower,present_to_gerund+lowercase,True
D E D I C A T E,d e d i c a t i n g,DEDICATE,dedicating,gerund_lower,present_to_gerund+lowercase,True
D E S I G N A T E,d e s i g n a t i n g,DESIGNATE,designating,gerund_lower,present_to_gerund+lowercase,True
D E V I A T E,d e v i a t i n g,DEVIATE,deviating,gerund_lower,present_to_gerund+lowercase,True
E S C A L A T E,e s c a l a t i n g,ESCALATE,escalating,gerund_lower,present_to_gerund+lowercase,True
E V A L U A T E,e v a l u a t i n g,EVALUATE,evaluating,gerund_lower,present_to_gerund+lowercase,True
E V A P O R A T E,e v a p o r a t i n g,EVAPORATE,evaporating,gerund_lower,present_to_gerund+lowercase,True
E X A G G E R A T E,e x a g g e r a t i n g,EXAGGERATE,exaggerating,gerund_lower,present_to_gerund+lowercase,True
H I B E R N A T E,h i b e r n a t i n g,HIBERNATE,hibernating,gerund_lower,present_to_gerund+lowercase,True
I N C O R P O R A T E,i n c o r p o r a t i n g,INCORPORATE,incorporating,gerund_lower,present_to_gerund+lowercase,True
I N N O V A T E,i n n o v a t i n g,INNOVATE,innovating,gerund_lower,present_to_gerund+lowercase,True
I N T E G R A T E,i n t e g r a t i n g,INTEGRATE,integrating,gerund_lower,present_to_gerund+lowercase,True
I N I T I A T E,i n i t i a t i n g,INITIATE,initiating,gerund_lower,present_to_gerund+lowercase,True
T E R M I N A T E,t e r m i n a t i n g,TERMINATE,terminating,gerund_lower,present_to_gerund+lowercase,True
r u n,g n i n n u r,run,gninnur,gerund_reverse,present_to_gerund+reverse,True
s w i m,g n i m m i w s,swim,gnimmiws,gerund_reverse,present_to_gerund+reverse,True
w a l k,g n i k l a w,walk,gniklaw,gerund_reverse,present_to_gerund+reverse,True
j u m p,g n i p m u j,jump,gnipmuj,gerund_reverse,present_to_gerund+reverse,True
d a n c e,g n i c n a d,dance,gnicnad,gerund_reverse,present_to_gerund+reverse,True
s i n g,g n i g n i s,sing,gnignis,gerund_reverse,present_to_gerund+reverse,True
r e a d,g n i d a e r,read,gnidaer,gerund_reverse,present_to_gerund+reverse,True
w r i t e,g n i t i r w,write,gnitirw,gerund_reverse,present_to_gerund+reverse,True
s l e e p,g n i p e e l s,sleep,gnipeels,gerund_reverse,present_to_gerund+reverse,True
e a t,g n i t a e,eat,gnitae,gerund_reverse,present_to_gerund+reverse,True
d r i n k,g n i k n i r d,drink,gniknird,gerund_reverse,present_to_gerund+reverse,True
t a l k,g n i k l a t,talk,gniklat,gerund_reverse,present_to_gerund+reverse,True
l i s t e n,g n i n e t s i l,listen,gninetsil,gerund_reverse,present_to_gerund+reverse,True
t h i n k,g n i k n i h t,think,gnikniht,gerund_reverse,present_to_gerund+reverse,True
w o r k,g n i k r o w,work,gnikrow,gerund_reverse,present_to_gerund+reverse,True
p l a y,g n i y a l p,play,gniyalp,gerund_reverse,present_to_gerund+reverse,True
